NWD741415 SRR9250210
NWD903856 SRR8026157
NWD903996 SRR8026159
NWD904008 SRR8026160
NWD904046 SRR8026161
NWD904082 SRR8026162
NWD904083 SRR8026163
NWD904099 SRR8026164
NWD904233 SRR8026165
NWD904242 SRR8026166
NWD904542 SRR8026167
NWD904591 SRR8026168
NWD904727 SRR8026169
NWD904758 SRR8026170
NWD904803 SRR8026171
NWD904921 SRR8026172
NWD905072 SRR8026174
NWD905104 SRR8026175
NWD905152 SRR8026176
NWD905187 SRR8026177
NWD905202 SRR8026178
NWD905291 SRR8026179
NWD905578 SRR8026181
NWD905599 SRR8026182
NWD905643 SRR8026183
NWD905795 SRR8026184
NWD905877 SRR8026185
NWD905971 SRR8026186
NWD906189 SRR8026187
NWD906214 SRR8026188
NWD906359 SRR8026190
NWD906397 SRR8026192
NWD906398 SRR8026193
NWD906429 SRR8026194
NWD906483 SRR8026195
NWD906595 SRR8026197
NWD906884 SRR8026199
NWD907130 SRR8026201
NWD907138 SRR8026202
NWD907214 SRR8026204
NWD907345 SRR8026205
NWD907418 SRR8026206
NWD907450 SRR8026207
NWD907572 SRR8026209
NWD907635 SRR8026210
NWD907660 SRR8026211
NWD907802 SRR8026212
NWD907862 SRR8026214
NWD907991 SRR8026216
NWD908051 SRR8026217
NWD908248 SRR8026218
NWD908386 SRR8026219
NWD908682 SRR8026220
NWD908765 SRR8026221
NWD908874 SRR8026222
NWD908942 SRR8026223
NWD909054 SRR8026224
NWD909090 SRR8026226
NWD909343 SRR8026227
NWD909361 SRR8026228
NWD909365 SRR8026229
NWD909370 SRR8026230
NWD909400 SRR8026231
NWD909509 SRR8026232
NWD909513 SRR8026233
NWD909899 SRR8026236
NWD910077 SRR8026238
NWD910089 SRR8026239
NWD910096 SRR8026240
NWD910175 SRR8026241
NWD910176 SRR8026242
NWD910286 SRR8026244
NWD910382 SRR8026245
NWD910693 SRR8026247
NWD910885 SRR8026248
NWD910904 SRR8026249
NWD910987 SRR8026250
NWD910989 SRR8026251
NWD911011 SRR8026252
NWD911170 SRR8026255
NWD911370 SRR8026257
NWD911449 SRR8026258
NWD911562 SRR8026259
NWD911632 SRR8026260
NWD911734 SRR8026261
NWD912019 SRR8026262
NWD912089 SRR8026263
NWD912237 SRR8026264
NWD912378 SRR8026265
NWD912392 SRR8026266
NWD912610 SRR8026267
NWD912614 SRR8026268
NWD912761 SRR8026269
NWD912899 SRR8026272
NWD913079 SRR8026273
NWD913120 SRR8026274
NWD913254 SRR8026275
NWD913425 SRR8026276
NWD913444 SRR8026277
NWD913463 SRR8026278
NWD913665 SRR8026279
NWD913848 SRR8026280
NWD913992 SRR8026281
NWD914010 SRR8026282
NWD914016 SRR8026283
NWD914122 SRR8026284
NWD914160 SRR8026285
NWD914306 SRR8026286
NWD914360 SRR8026287
NWD914426 SRR8026289
NWD914433 SRR8026290
NWD914479 SRR8026291
NWD914515 SRR8026292
NWD914658 SRR8026293
NWD914748 SRR8026294
NWD914817 SRR8026295
NWD914818 SRR8026296
NWD915126 SRR8026299
NWD915175 SRR8026300
NWD915297 SRR8026301
NWD915333 SRR8026303
NWD915389 SRR8026304
NWD915395 SRR8026305
NWD915523 SRR8026307
NWD915601 SRR8026309
NWD915774 SRR8026310
NWD915928 SRR8026311
NWD915976 SRR8026312
NWD916027 SRR8026313
NWD916192 SRR8026314
NWD916287 SRR8026315
NWD916288 SRR8026316
NWD916296 SRR8026317
NWD916382 SRR8026319
NWD916399 SRR8026320
NWD916438 SRR8026321
NWD916492 SRR8026322
NWD916562 SRR8026323
NWD916951 SRR8026324
NWD917049 SRR8026325
NWD917196 SRR8026326
NWD917349 SRR8026328
NWD917569 SRR8026330
NWD917689 SRR8026331
NWD917831 SRR8026332
NWD917835 SRR8026333
NWD917863 SRR8026334
NWD917948 SRR8026335
NWD917970 SRR8026336
NWD918009 SRR8026338
NWD918047 SRR8026339
NWD918089 SRR8026340
NWD918122 SRR8026341
NWD918128 SRR8026342
NWD918240 SRR8026343
NWD918247 SRR8026344
NWD918333 SRR8026345
NWD918357 SRR8026346
NWD918561 SRR8026347
NWD918680 SRR8026349
NWD918730 SRR8026350
NWD918821 SRR8026351
NWD918851 SRR8026352
NWD919001 SRR8026354
NWD919076 SRR8026356
NWD919080 SRR8026357
NWD919243 SRR8026358
NWD919252 SRR8026359
NWD919278 SRR8026360
NWD919787 SRR8026364
NWD919823 SRR8026366
NWD919919 SRR8026367
NWD919954 SRR8026368
NWD920006 SRR8026370
NWD920115 SRR8026371
NWD920142 SRR8026372
NWD920152 SRR8026373
NWD920329 SRR8026374
NWD920465 SRR8026375
NWD920550 SRR8026376
NWD920900 SRR8026379
NWD920952 SRR8026380
NWD921077 SRR8026381
NWD921180 SRR8026382
NWD921233 SRR8026384
NWD921478 SRR8026388
NWD921794 SRR8026391
NWD921810 SRR8026392
NWD921917 SRR8026393
NWD922001 SRR8026394
NWD922124 SRR8026395
NWD922177 SRR8026396
NWD922366 SRR8026397
NWD922603 SRR8026401
NWD922635 SRR8026402
NWD922643 SRR8026403
NWD922693 SRR8026404
NWD922751 SRR8026405
NWD922928 SRR8026408
NWD923002 SRR8026409
NWD923043 SRR8026410
NWD923076 SRR8026412
NWD923163 SRR8026413
NWD923165 SRR8026414
NWD923254 SRR8026415
NWD923288 SRR8026416
NWD923390 SRR8026417
NWD923396 SRR8026418
NWD923397 SRR8026419
NWD923440 SRR8026420
NWD923823 SRR8026422
NWD923911 SRR8026423
NWD924127 SRR8026426
NWD924170 SRR8026427
NWD924197 SRR8026428
NWD924392 SRR8026429
NWD924534 SRR8026430
NWD924616 SRR8026431
NWD924718 SRR8026433
NWD924771 SRR8026434
NWD924861 SRR8026436
NWD924874 SRR8026437
NWD924884 SRR8026438
NWD924912 SRR8026439
NWD925087 SRR8026440
NWD925109 SRR8026441
NWD925149 SRR8026442
NWD925255 SRR8026443
NWD925273 SRR8026444
NWD925339 SRR8026445
NWD925442 SRR8026446
NWD925742 SRR8026447
NWD925912 SRR8026448
NWD926005 SRR8026449
NWD926118 SRR8026450
NWD926124 SRR8026451
NWD926146 SRR8026452
NWD926149 SRR8026453
NWD926152 SRR8026454
NWD926156 SRR8026455
NWD926225 SRR8026456
NWD926269 SRR8026457
NWD926304 SRR8026458
NWD926415 SRR8026459
NWD926850 SRR8026465
NWD927012 SRR8026467
NWD927111 SRR8026469
NWD927212 SRR8026470
NWD927350 SRR8026471
NWD927518 SRR8026473
NWD927596 SRR8026474
NWD927667 SRR8026475
NWD927857 SRR8026476
NWD927948 SRR8026477
NWD927989 SRR8026478
NWD928078 SRR8026479
NWD928257 SRR8026480
NWD928335 SRR8026481
NWD928398 SRR8026482
NWD928549 SRR8026483
NWD928552 SRR8026484
NWD928881 SRR8026486
NWD929190 SRR8026488
NWD929244 SRR8026490
NWD929255 SRR8026491
NWD929315 SRR8026493
NWD929368 SRR8026494
NWD929463 SRR8026495
NWD929515 SRR8026497
NWD929540 SRR8026498
NWD929895 SRR8026499
NWD929910 SRR8026500
NWD930054 SRR8026501
NWD930308 SRR8026502
NWD930332 SRR8026503
NWD930523 SRR8026504
NWD930737 SRR8026507
NWD930742 SRR8026508
NWD930823 SRR8026509
NWD930848 SRR8026511
NWD930862 SRR8026512
NWD931012 SRR8026513
NWD931272 SRR8026514
NWD931345 SRR8026516
NWD931361 SRR8026517
NWD931995 SRR8026522
NWD932081 SRR8026523
NWD932105 SRR8026524
NWD932143 SRR8026525
NWD932154 SRR8026526
NWD932255 SRR8026527
NWD932355 SRR8026529
NWD932473 SRR8026531
NWD932607 SRR8026533
NWD932748 SRR8026534
NWD932870 SRR8026535
NWD932911 SRR8026536
NWD932954 SRR8026537
NWD932998 SRR8026538
NWD933020 SRR8026539
NWD933066 SRR8026540
NWD933113 SRR8026541
NWD933191 SRR8026542
NWD933293 SRR8026544
NWD933367 SRR8026545
NWD933418 SRR8026546
NWD933545 SRR8026547
NWD933710 SRR8026550
NWD933720 SRR8026551
NWD933814 SRR8026552
NWD933902 SRR8026554
NWD934112 SRR8026555
NWD934674 SRR8026557
NWD934729 SRR8026558
NWD934790 SRR8026559
NWD934934 SRR8026561
NWD935059 SRR8026563
NWD935241 SRR8026564
NWD935247 SRR8026565
NWD935314 SRR8026566
NWD935431 SRR8026567
NWD935468 SRR8026568
NWD935498 SRR8026569
NWD935626 SRR8026571
NWD935670 SRR8026572
NWD935793 SRR8026573
NWD935845 SRR8026574
NWD935907 SRR8026575
NWD936031 SRR8026577
NWD936152 SRR8026578
NWD936296 SRR8026579
NWD936352 SRR8026580
NWD936735 SRR8026585
NWD936764 SRR8026586
NWD936773 SRR8026587
NWD936776 SRR8026588
NWD936788 SRR8026589
NWD936886 SRR8026590
NWD936917 SRR8026591
NWD937163 SRR8026592
NWD937205 SRR8026593
NWD937330 SRR8026594
NWD937473 SRR8026595
NWD938204 SRR8026598
NWD938328 SRR8026600
NWD938372 SRR8026601
NWD938534 SRR8026603
NWD938613 SRR8026604
NWD938651 SRR8026605
NWD938658 SRR8026606
NWD938728 SRR8026607
NWD938778 SRR8026608
NWD939142 SRR8026610
NWD939146 SRR8026611
NWD939150 SRR8026612
NWD939367 SRR8026613
NWD939453 SRR8026615
NWD939638 SRR8026616
NWD939639 SRR8026617
NWD939681 SRR8026618
NWD939917 SRR8026621
NWD939985 SRR8026622
NWD940157 SRR8026623
NWD940214 SRR8026625
NWD940219 SRR8026626
NWD940419 SRR8026628
NWD940432 SRR8026629
NWD940451 SRR8026630
NWD940469 SRR8026631
NWD940537 SRR8026632
NWD940620 SRR8026633
NWD940752 SRR8026635
NWD940828 SRR8026636
NWD940905 SRR8026637
NWD940960 SRR8026638
NWD940990 SRR8026639
NWD940991 SRR8026640
NWD941032 SRR8026641
NWD941046 SRR8026642
NWD941199 SRR8026643
NWD941204 SRR8026644
NWD941232 SRR8026645
NWD941234 SRR8026646
NWD941359 SRR8026647
NWD941449 SRR8026648
NWD941466 SRR8026649
NWD941582 SRR8026651
NWD941671 SRR8026652
NWD941794 SRR8026654
NWD941813 SRR8026655
NWD941954 SRR8026656
NWD942018 SRR8026657
NWD942130 SRR8026660
NWD942143 SRR8026661
NWD942303 SRR8026662
NWD942366 SRR8026663
NWD942567 SRR8026665
NWD942634 SRR8026666
NWD942821 SRR8026667
NWD942879 SRR8026668
NWD943237 SRR8026669
NWD943369 SRR8026671
NWD943496 SRR8026673
NWD943516 SRR8026674
NWD943553 SRR8026675
NWD943636 SRR8026676
NWD943773 SRR8026677
NWD944167 SRR8026678
NWD944272 SRR8026680
NWD944286 SRR8026681
NWD944472 SRR8026684
NWD944480 SRR8026685
NWD944609 SRR8026686
NWD944840 SRR8026688
NWD944843 SRR8026689
NWD944899 SRR8026690
NWD944960 SRR8026692
NWD945090 SRR8026693
NWD945135 SRR8026694
NWD945281 SRR8026695
NWD945385 SRR8026696
NWD945412 SRR8026697
NWD945534 SRR8026698
NWD945583 SRR8026699
NWD945619 SRR8026700
NWD945856 SRR8026702
NWD945862 SRR8026703
NWD945876 SRR8026704
NWD946061 SRR8026707
NWD946110 SRR8026708
NWD946127 SRR8026709
NWD946177 SRR8026710
NWD946196 SRR8026711
NWD946204 SRR8026712
NWD946386 SRR8026713
NWD946584 SRR8026714
NWD946968 SRR8026716
NWD946998 SRR8026717
NWD947002 SRR8026718
NWD947122 SRR8026719
NWD947341 SRR8026721
NWD947346 SRR8026722
NWD947352 SRR8026723
NWD947606 SRR8026725
NWD947747 SRR8026726
NWD947829 SRR8026727
NWD948080 SRR8026729
NWD948121 SRR8026730
NWD948254 SRR8026731
NWD948295 SRR8026732
NWD948366 SRR8026734
NWD948492 SRR8026735
NWD948558 SRR8026736
NWD948579 SRR8026737
NWD948659 SRR8026739
NWD948852 SRR8026740
NWD948892 SRR8026742
NWD949072 SRR8026743
NWD949269 SRR8026744
NWD949468 SRR8026745
NWD949784 SRR8026747
NWD949801 SRR8026748
NWD949816 SRR8026749
NWD949860 SRR8026750
NWD949955 SRR8026751
NWD949981 SRR8026752
NWD950049 SRR8026753
NWD950054 SRR8026754
NWD950134 SRR8026755
NWD950191 SRR8026756
NWD950239 SRR8026757
NWD950484 SRR8026760
NWD950596 SRR8026762
NWD950611 SRR8026763
NWD950696 SRR8026764
NWD950723 SRR8026765
NWD950749 SRR8026766
NWD950884 SRR8026767
NWD950943 SRR8026768
NWD951151 SRR8026769
NWD951661 SRR8026770
NWD951764 SRR8026771
NWD951878 SRR8026772
NWD951965 SRR8026773
NWD952046 SRR8026774
NWD952114 SRR8026775
NWD952147 SRR8026776
NWD952391 SRR8026778
NWD952543 SRR8026779
NWD952557 SRR8026780
NWD952690 SRR8026781
NWD952774 SRR8026782
NWD952806 SRR8026783
NWD952831 SRR8026785
NWD953012 SRR8026786
NWD953133 SRR8026787
NWD953157 SRR8026788
NWD953417 SRR8026790
NWD953422 SRR8026791
NWD953431 SRR8026792
NWD953517 SRR8026794
NWD953794 SRR8026796
NWD953801 SRR8026797
NWD954257 SRR8026801
NWD954336 SRR8026802
NWD954338 SRR8026803
NWD954610 SRR8026804
NWD954611 SRR8026805
NWD954871 SRR8026807
NWD955015 SRR8026808
NWD955037 SRR8026809
NWD955100 SRR8026810
NWD955239 SRR8026811
NWD955354 SRR8026812
NWD955580 SRR8026813
NWD956094 SRR8026815
NWD956598 SRR8026819
NWD956705 SRR8026820
NWD956722 SRR8026821
NWD956818 SRR8026822
NWD956944 SRR8026823
NWD956991 SRR8026824
NWD957017 SRR8026825
NWD957089 SRR8026826
NWD957214 SRR8026828
NWD957260 SRR8026829
NWD957261 SRR8026830
NWD957387 SRR8026832
NWD958196 SRR8026834
NWD958288 SRR8026835
NWD958396 SRR8026836
NWD958745 SRR8026837
NWD958811 SRR8026839
NWD958846 SRR8026840
NWD958899 SRR8026841
NWD958921 SRR8026842
NWD958944 SRR8026843
NWD958981 SRR8026844
NWD959098 SRR8026845
NWD959152 SRR8026846
NWD959301 SRR8026848
NWD959371 SRR8026849
NWD959434 SRR8026850
NWD959562 SRR8026851
NWD959597 SRR8026852
NWD959724 SRR8026853
NWD960024 SRR8026855
NWD960061 SRR8026856
NWD960082 SRR8026857
NWD960100 SRR8026858
NWD960501 SRR8026859
NWD960731 SRR8026860
NWD960791 SRR8026861
NWD960814 SRR8026862
NWD960821 SRR8026863
NWD960857 SRR8026864
NWD960960 SRR8026867
NWD961085 SRR8026868
NWD961152 SRR8026869
NWD961262 SRR8026870
NWD961293 SRR8026871
NWD961857 SRR8026873
NWD962029 SRR8026874
NWD962452 SRR8026876
NWD962522 SRR8026877
NWD962648 SRR8026878
NWD962662 SRR8026879
NWD962893 SRR8026882
NWD962920 SRR8026883
NWD963226 SRR8026886
NWD963352 SRR8026888
NWD963371 SRR8026889
NWD963379 SRR8026890
NWD963428 SRR8026891
NWD963519 SRR8026892
NWD963557 SRR8026894
NWD963599 SRR8026895
NWD963735 SRR8026897
NWD963754 SRR8026898
NWD963842 SRR8026899
NWD963928 SRR8026900
NWD963986 SRR8026901
NWD964222 SRR8026902
NWD964479 SRR8026903
NWD964677 SRR8026904
NWD964751 SRR8026905
NWD964791 SRR8026906
NWD964885 SRR8026908
NWD965266 SRR8026910
NWD965377 SRR8026911
NWD965380 SRR8026912
NWD965472 SRR8026913
NWD965636 SRR8026914
NWD965766 SRR8026915
NWD965769 SRR8026916
NWD965824 SRR8026917
NWD965882 SRR8026918
NWD966001 SRR8026919
NWD966018 SRR8026920
NWD966054 SRR8026921
NWD966072 SRR8026922
NWD966221 SRR8026923
NWD966280 SRR8026924
NWD966326 SRR8026925
NWD966384 SRR8026926
NWD966430 SRR8026929
NWD966433 SRR8026930
NWD966604 SRR8026931
NWD966833 SRR8026932
NWD966993 SRR8026933
NWD967127 SRR8026934
NWD967146 SRR8026935
NWD967194 SRR8026936
NWD967311 SRR8026937
NWD967602 SRR8026938
NWD967654 SRR8026939
NWD967954 SRR8026940
NWD968009 SRR8026941
NWD968099 SRR8026942
NWD968232 SRR8026943
NWD968255 SRR8026944
NWD968460 SRR8026945
NWD968584 SRR8026947
NWD968604 SRR8026948
NWD968606 SRR8026949
NWD968732 SRR8026950
NWD968761 SRR8026951
NWD968778 SRR8026952
NWD968941 SRR8026954
NWD969029 SRR8026955
NWD969072 SRR8026956
NWD969087 SRR8026957
NWD969108 SRR8026958
NWD969147 SRR8026959
NWD969193 SRR8026960
NWD969197 SRR8026961
NWD969273 SRR8026962
NWD969293 SRR8026963
NWD969431 SRR8026965
NWD969688 SRR8026966
NWD969810 SRR8026968
NWD969817 SRR8026969
NWD969857 SRR8026970
NWD970021 SRR8026971
NWD970047 SRR8026972
NWD970053 SRR8026973
NWD970384 SRR8026974
NWD970425 SRR8026975
NWD970454 SRR8026976
NWD970488 SRR8026977
NWD970540 SRR8026978
NWD970543 SRR8026979
NWD970551 SRR8026980
NWD970640 SRR8026981
NWD970936 SRR8026983
NWD970998 SRR8026984
NWD971037 SRR8026985
NWD971372 SRR8026986
NWD971428 SRR8026988
NWD971751 SRR8026989
NWD971822 SRR8026990
NWD972079 SRR8026991
NWD972217 SRR8026993
NWD972297 SRR8026994
NWD972553 SRR8026995
NWD972604 SRR8026996
NWD972632 SRR8026997
NWD972672 SRR8026998
NWD972929 SRR8027000
NWD973332 SRR8027002
NWD973334 SRR8027003
NWD973484 SRR8027005
NWD973621 SRR8027006
NWD973626 SRR8027007
NWD973709 SRR8027008
NWD973727 SRR8027009
NWD973795 SRR8027010
NWD973900 SRR8027011
NWD973928 SRR8027012
NWD973936 SRR8027013
NWD974128 SRR8027015
NWD974172 SRR8027016
NWD974346 SRR8027017
NWD974367 SRR8027018
NWD974383 SRR8027019
NWD974528 SRR8027020
NWD974745 SRR8027021
NWD974787 SRR8027022
NWD974835 SRR8027023
NWD975106 SRR8027024
NWD975129 SRR8027025
NWD975188 SRR8027026
NWD975315 SRR8027027
NWD975565 SRR8027029
NWD975568 SRR8027030
NWD975631 SRR8027032
NWD975765 SRR8027033
NWD975769 SRR8027034
NWD975817 SRR8027035
NWD976131 SRR8027038
NWD976150 SRR8027039
NWD976152 SRR8027040
NWD976687 SRR8027044
NWD976823 SRR8027045
NWD977045 SRR8027046
NWD977062 SRR8027047
NWD977198 SRR8027048
NWD977228 SRR8027050
NWD977245 SRR8027051
NWD977342 SRR8027053
NWD977428 SRR8027054
NWD977486 SRR8027056
NWD977604 SRR8027057
NWD977726 SRR8027058
NWD977801 SRR8027059
NWD977875 SRR8027060
NWD977992 SRR8027062
NWD978025 SRR8027063
NWD978155 SRR8027064
NWD978272 SRR8027065
NWD978388 SRR8027066
NWD978755 SRR8027067
NWD978974 SRR8027069
NWD979032 SRR8027070
NWD979274 SRR8027071
NWD979334 SRR8027072
NWD979348 SRR8027073
NWD979579 SRR8027074
NWD979644 SRR8027076
NWD979764 SRR8027078
NWD979784 SRR8027079
NWD979815 SRR8027080
NWD979858 SRR8027081
NWD979883 SRR8027082
NWD980224 SRR8027084
NWD980237 SRR8027085
NWD980244 SRR8027086
NWD980286 SRR8027087
NWD980308 SRR8027088
NWD980387 SRR8027090
NWD980437 SRR8027091
NWD980457 SRR8027092
NWD980552 SRR8027093
NWD980734 SRR8027095
NWD980818 SRR8027097
NWD980845 SRR8027098
NWD980860 SRR8027099
NWD981309 SRR8027100
NWD981409 SRR8027102
NWD981652 SRR8027103
NWD981759 SRR8027104
NWD981768 SRR8027105
NWD981810 SRR8027106
NWD981995 SRR8027109
NWD982235 SRR8027110
NWD982283 SRR8027111
NWD982461 SRR8027113
NWD982528 SRR8027114
NWD982578 SRR8027115
NWD982669 SRR8027116
NWD982670 SRR8027117
NWD982722 SRR8027118
NWD982739 SRR8027119
NWD982745 SRR8027120
NWD982773 SRR8027121
NWD982981 SRR8027122
NWD983064 SRR8027124
NWD983094 SRR8027125
NWD983235 SRR8027127
NWD983455 SRR8027128
NWD983564 SRR8027129
NWD983598 SRR8027130
NWD983745 SRR8027133
NWD983774 SRR8027134
NWD983957 SRR8027135
NWD984029 SRR8027136
NWD984222 SRR8027137
NWD984296 SRR8027138
NWD984389 SRR8027139
NWD984432 SRR8027140
NWD984595 SRR8027141
NWD984668 SRR8027142
NWD984816 SRR8027144
NWD984849 SRR8027145
NWD984951 SRR8027147
NWD985028 SRR8027149
NWD985045 SRR8027150
NWD985053 SRR8027151
NWD985214 SRR8027152
NWD985265 SRR8027153
NWD985298 SRR8027154
NWD985479 SRR8027155
NWD985726 SRR8027157
NWD985911 SRR8027158
NWD986089 SRR8027159
NWD986182 SRR8027160
NWD986281 SRR8027162
NWD986492 SRR8027164
NWD986516 SRR8027165
NWD986548 SRR8027167
NWD986566 SRR8027168
NWD986601 SRR8027169
NWD986604 SRR8027170
NWD986824 SRR8027171
NWD987014 SRR8027173
NWD987021 SRR8027174
NWD987288 SRR8027176
NWD987325 SRR8027177
NWD987333 SRR8027179
NWD987466 SRR8027180
NWD987527 SRR8027181
NWD987538 SRR8027182
NWD987592 SRR8027183
NWD987769 SRR8027184
NWD987907 SRR8027186
NWD987929 SRR8027187
NWD987946 SRR8027188
NWD988023 SRR8027190
NWD988036 SRR8027191
NWD988056 SRR8027192
NWD988064 SRR8027193
NWD988187 SRR8027196
NWD988277 SRR8027197
NWD988301 SRR8027198
NWD988363 SRR8027199
NWD988385 SRR8027200
NWD988428 SRR8027201
NWD988437 SRR8027202
NWD988602 SRR8027203
NWD988993 SRR8027206
NWD989027 SRR8027207
NWD989279 SRR8027209
NWD989428 SRR8027210
NWD989433 SRR8027211
NWD989485 SRR8027212
NWD989509 SRR8027213
NWD989567 SRR8027214
NWD989775 SRR8027215
NWD989801 SRR8027216
NWD989825 SRR8027217
NWD989954 SRR8027219
NWD990009 SRR8027220
NWD990264 SRR8027221
NWD990538 SRR8027223
NWD990559 SRR8027226
NWD990653 SRR8027227
NWD990782 SRR8027228
NWD990827 SRR8027229
NWD990967 SRR8027230
NWD991305 SRR8027232
NWD991438 SRR8027233
NWD991452 SRR8027234
NWD991520 SRR8027235
NWD991577 SRR8027236
NWD991621 SRR8027237
NWD991745 SRR8027239
NWD991848 SRR8027240
NWD991938 SRR8027241
NWD992049 SRR8027242
NWD992191 SRR8027243
NWD992215 SRR8027244
NWD992282 SRR8027246
NWD992464 SRR8027248
NWD992494 SRR8027249
NWD992563 SRR8027250
NWD992579 SRR8027251
NWD992596 SRR8027252
NWD992710 SRR8027253
NWD992769 SRR8027255
NWD992802 SRR8027256
NWD992889 SRR8027257
NWD993289 SRR8027258
NWD993329 SRR8027259
NWD993426 SRR8027260
NWD993534 SRR8027261
NWD993671 SRR8027262
NWD993685 SRR8027263
NWD993729 SRR8027264
NWD993733 SRR8027265
NWD993755 SRR8027266
NWD993872 SRR8027268
NWD994006 SRR8027269
NWD994055 SRR8027270
NWD994057 SRR8027271
NWD994126 SRR8027272
NWD994334 SRR8027274
NWD994419 SRR8027275
NWD994516 SRR8027276
NWD994617 SRR8027277
NWD994792 SRR8027280
NWD994808 SRR8027281
NWD995105 SRR8027283
NWD995241 SRR8027286
NWD995393 SRR8027289
NWD995412 SRR8027290
NWD995509 SRR8027292
NWD995636 SRR8027293
NWD995744 SRR8027294
NWD995783 SRR8027295
NWD996139 SRR8027298
NWD996193 SRR8027299
NWD996350 SRR8027300
NWD996449 SRR8027301
NWD996630 SRR8027302
NWD996632 SRR8027303
NWD996853 SRR8027306
NWD997087 SRR8027307
NWD997147 SRR8027308
NWD997170 SRR8027309
NWD997173 SRR8027310
NWD997196 SRR8027311
NWD997199 SRR8027312
NWD997277 SRR8027313
NWD997351 SRR8027314
NWD997412 SRR8027315
NWD997419 SRR8027316
NWD997805 SRR8027318
NWD997819 SRR8027319
NWD997886 SRR8027320
NWD998017 SRR8027321
NWD998226 SRR8027322
NWD998287 SRR8027323
NWD998302 SRR8027324
NWD998668 SRR8027326
NWD998818 SRR8027328
NWD998886 SRR8027329
NWD998944 SRR8027331
NWD999139 SRR8027332
NWD999190 SRR8027333
NWD999204 SRR8027334
NWD999255 SRR8027335
NWD999296 SRR8027336
NWD999364 SRR8027337
NWD999485 SRR8027339
NWD999510 SRR8027340
NWD999572 SRR8027341
NWD999589 SRR8027342
NWD999613 SRR8027343
NWD999669 SRR8027344
NWD999695 SRR8027345
NWD999703 SRR8027346
NWD999858 SRR8027348
NWD182776 SRR8017322
NWD182814 SRR8017323
NWD182949 SRR8017324
NWD182963 SRR8017325
NWD182975 SRR8017326
NWD182983 SRR8017327
NWD183254 SRR8017328
NWD183310 SRR8017329
NWD183337 SRR8017331
NWD183404 SRR8017334
NWD183462 SRR8017335
NWD183976 SRR8017339
NWD184070 SRR8017340
NWD184158 SRR8017341
NWD184166 SRR8017342
NWD184175 SRR8017343
NWD184436 SRR8017344
NWD184462 SRR8017345
NWD184627 SRR8017347
NWD184642 SRR8017348
NWD184701 SRR8017349
NWD184835 SRR8017350
NWD184844 SRR8017351
NWD184907 SRR8017352
NWD184925 SRR8017353
NWD184950 SRR8017354
NWD184970 SRR8017355
NWD184976 SRR8017356
NWD185024 SRR8017357
NWD185032 SRR8017358
NWD185358 SRR8017359
NWD185392 SRR8017360
NWD185480 SRR8017361
NWD185710 SRR8017362
NWD185809 SRR8017363
NWD185909 SRR8017364
NWD186041 SRR8017365
NWD186144 SRR8017366
NWD186169 SRR8017367
NWD186260 SRR8017368
NWD186562 SRR8017370
NWD186599 SRR8017371
NWD186676 SRR8017372
NWD187037 SRR8017374
NWD187079 SRR8017375
NWD187092 SRR8017376
NWD187230 SRR8017377
NWD187240 SRR8017378
NWD187252 SRR8017379
NWD187426 SRR8017381
NWD187516 SRR8017382
NWD187520 SRR8017383
NWD188064 SRR8017384
NWD188232 SRR8017386
NWD188334 SRR8017387
NWD188341 SRR8017388
NWD188376 SRR8017389
NWD188496 SRR8017390
NWD188596 SRR8017392
NWD188706 SRR8017393
NWD188778 SRR8017394
NWD188838 SRR8017395
NWD188878 SRR8017396
NWD189037 SRR8017398
NWD189068 SRR8017399
NWD189296 SRR8017400
NWD189321 SRR8017401
NWD189361 SRR8017402
NWD189582 SRR8017404
NWD189811 SRR8017405
NWD189905 SRR8017406
NWD189968 SRR8017407
NWD190042 SRR8017408
NWD190160 SRR8017409
NWD190264 SRR8017410
NWD190368 SRR8017411
NWD190498 SRR8017412
NWD190512 SRR8017413
NWD190606 SRR8017414
NWD190623 SRR8017415
NWD190656 SRR8017416
NWD190757 SRR8017417
NWD190759 SRR8017418
NWD190786 SRR8017420
NWD191122 SRR8017423
NWD191293 SRR8017425
NWD191360 SRR8017426
NWD191380 SRR8017427
NWD191553 SRR8017428
NWD191855 SRR8017429
NWD191915 SRR8017430
NWD191923 SRR8017431
NWD192047 SRR8017433
NWD192101 SRR8017434
NWD192179 SRR8017435
NWD192541 SRR8017437
NWD192591 SRR8017438
NWD192640 SRR8017439
NWD192711 SRR8017440
NWD192719 SRR8017441
NWD192997 SRR8017443
NWD193016 SRR8017444
NWD193060 SRR8017445
NWD193296 SRR8017446
NWD193346 SRR8017447
NWD193439 SRR8017448
NWD193572 SRR8017449
NWD193599 SRR8017450
NWD193635 SRR8017451
NWD193636 SRR8017452
NWD193990 SRR8017453
NWD194027 SRR8017454
NWD194265 SRR8017455
NWD194306 SRR8017456
NWD194478 SRR8017458
NWD194533 SRR8017459
NWD194550 SRR8017460
NWD194649 SRR8017461
NWD194658 SRR8017462
NWD194755 SRR8017464
NWD194876 SRR8017465
NWD195094 SRR8017466
NWD195121 SRR8017467
NWD195320 SRR8017468
NWD195500 SRR8017471
NWD195521 SRR8017472
NWD195563 SRR8017473
